Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum
39678,88,48,128,12892252.090000002,356675.98000000004,13248928.070000002
350979,1,1,1,15965.45,15965.45,31930.9
334601,0,1,1,0.0,0.06,0.06
318220,1,1,1,1466.96,1466.96,2933.92
318221,1,1,1,5105.22,5105.22,10210.44
350988,0,1,1,0.0,170.91,170.91
334607,1,1,1,3638.87,3638.87,7277.74
318225,0,1,1,0.0,151.9,151.9
138010,16,9,21,1920326.51,10218672.440000001,12138998.950000001
318238,0,1,1,0.0,196.39,196.39
138016,29,5,33,13633053.24,25275.56,13658328.8
23331,34,11,42,710608.02,14801.220000000001,725409.24
39721,83,61,133,15399405.78,2443163.3200000003,17842569.1
318249,0,2,2,0.0,83554.08,83554.08
39728,1,1,1,2089.83,2089.83,4179.66
23344,136,125,251,37702067.35,61048674.75999999,98750742.10999998
318261,0,1,1,0.0,195.71,195.71
318262,1,1,1,318.73,318.73,637.46
236346,20,9,28,49352.53,57960.100000000006,107312.63
39738,0,1,1,0.0,111.99,111.99
351038,0,1,1,0.0,2225.61,2225.61
219969,56,31,83,1389787.0433629998,1301406.6300000004,2691193.673363
351042,0,1,1,0.0,187.48,187.48
334662,0,1,1,0.0,3596.84,3596.84
351046,0,1,1,0.0,240.11,240.11
334664,1,1,1,102777.84,102777.84,205555.68
23370,47,13,56,1394179.14,479411.31,1873590.45
334673,0,1,1,0.0,0.07,0.07
334681,0,1,1,0.0,8117.54,8117.54
318301,0,1,1,0.0,499.47,499.47
39775,82,24,99,18488652.9,4435373.71,22924026.61
39777,0,1,1,0.0,649.44,649.44
121698,44,22,64,2127736.7700000005,272748.45,2400485.2200000007
39781,1,1,1,32091.22,32091.22,64182.44
23402,146,121,253,4371934.844455,15187058.560005,19558993.404459998
154477,28,13,37,576.1342859999997,2.21037,578.3446559999998
334707,0,1,1,0.0,1227.53,1227.53
39796,0,1,1,0.0,24410.57,24410.57
138101,23,6,28,438391.97,119900.66,558292.63
318326,1,1,1,18594.4,18594.4,37188.8
138103,26,5,29,273591.16,155461.44999999998,429052.61
138105,10,2,10,462487.10000000003,5598.900000000001,468086.00000000006
318330,0,1,1,0.0,422.46,422.46
7042,80,71,143,33044202.92,181225877.38,214270080.3
39810,1,1,1,856565.53,856565.53,1713131.06
236418,23,2,23,744543.35,1813.52,746356.87
154501,1,0,1,3096.42,0.0,3096.42
39817,1,1,1,590105.85,590105.85,1180211.7
39818,0,2,2,0.0,57940.31,57940.31
318347,0,1,1,0.0,19937.36,19937.36
39820,0,1,1,0.0,0.11,0.11
220042,2,0,2,2021297.2,0.0,2021297.2
39822,0,2,2,0.0,72517.06,72517.06
138133,15,3,18,48996.07000000001,2943.55,51939.62000000001
39829,0,2,2,0.0,241524.66,241524.66
39831,0,1,1,0.0,3764.55,3764.55
318358,0,1,1,0.0,129500.41,129500.41
39833,1,1,1,440002.73,440002.73,880005.46
154518,27,16,37,185.273314,160.28267100000002,345.555985
39842,0,1,1,0.0,53513.72,53513.72
39843,0,1,1,0.0,66112.73,66112.73
351138,0,1,1,0.0,105.04,105.04
334759,1,1,1,14006.96,296150.62,310157.58
39849,0,1,1,0.0,14410.38,14410.38
39851,0,1,1,0.0,27587.98,27587.98
318383,0,1,1,0.0,10328.47,10328.47
220083,46,23,67,959540.6699999999,18468583.78,19428124.450000003
334773,0,1,1,0.0,0.01,0.01
138167,5,2,6,191833.19,45388.7,237221.89
318392,0,1,1,0.0,14642.82,14642.82
154557,21,9,28,258.39476199999996,1.508749,259.903511
39871,1,1,1,92.33,92.33,184.66
334788,0,1,1,0.0,11453.17,11453.17
318405,0,1,1,0.0,10344.49,10344.49
351173,1,1,1,21008.93,21008.93,42017.86
39880,1,1,1,4440.39,4440.39,8880.78
23497,39,15,51,23612670.17,32788.38,23645458.55
39884,0,1,1,0.0,0.02,0.02
39885,0,1,1,0.0,39001.03,39001.03
23501,30,16,42,1386991.54,79303.15000000001,1466294.69
334799,0,2,2,0.0,16662.82,16662.82
318419,0,1,1,0.0,372862.41,372862.41
39892,0,1,1,0.0,4413.56,4413.56
334808,0,1,1,0.0,69765.2,69765.2
23525,124,109,223,8921498.77,31972813.803875003,40894312.573875
154605,30,9,36,1671.6311439999995,7501.121326,9172.75247
318445,0,1,1,0.0,32883.69,32883.69
23537,123,95,210,12006471.74,5576280.369999999,17582752.11
23538,40,27,61,704931.53,90094734.11000001,90799665.64000002
318456,0,1,1,0.0,19313.83,19313.83
39930,0,1,1,0.0,72014.85,72014.85
23554,35,5,38,1241423.81,47363.189999999995,1288787.0
23555,110,95,192,4235607.609999999,39353384.09999999,43588991.709999986
334861,0,2,2,0.0,17599.690000000002,17599.690000000002
252947,11,1,11,459556.59,269495.17,729051.76
351253,0,1,1,0.0,95.1,95.1
39960,0,1,1,0.0,45755.36,45755.36
7195,93,46,131,2551790.34,482904.44,3034694.78
154653,28,6,29,5194.909088,133.23963799999999,5328.148726
39972,0,1,1,0.0,63489.54,63489.54
154662,25,10,31,10.590869999999999,6.525666,17.116536
39976,0,1,1,0.0,0.6,0.6
39978,1,1,1,1692502.68,1692502.68,3385005.36
39979,0,1,1,0.0,4922.81,4922.81
318511,0,1,1,0.0,12601.51,12601.51
334901,0,1,1,0.0,0.41,0.41
39989,0,1,1,0.0,3416.79,3416.79
39991,0,1,1,0.0,4965.99,4965.99
39992,0,1,1,0.0,172366.07,172366.07
334903,1,1,1,161303.1,161303.1,322606.2
334910,0,1,1,0.0,4832.45,4832.45
318531,1,1,1,1377699.16,1377699.16,2755398.32
351305,0,1,1,0.0,94.59,94.59
334926,0,2,2,0.0,0.27,0.27
138335,133,135,256,10807258.57,17999036.62,28806295.19
138349,17,4,21,91024.22000000002,4545.93,95570.15000000002
220271,56,23,77,963018.8939360002,3113399.8500000006,4076418.743936001
351344,0,1,1,0.0,9772.51,9772.51
351350,1,1,1,0.840776,0.840776,1.681552
334968,1,1,1,25216.02,25216.02,50432.04
23673,37,8,43,8322969.1099999985,1396306.8,9719275.909999998
40064,13,4,17,160991.23000000004,22295.18,183286.41000000003
121987,96,75,158,1928561283.9700003,93312856.69999999,2021874140.6700003
318596,0,1,1,0.0,498.09,498.09
351365,0,2,2,0.0,177.56,177.56
23691,128,142,252,76950253.93,4693276.41,81643530.34
236684,23,7,27,1897792.4500000007,1653621.9600000002,3551414.410000001
236685,17,7,23,120454.19999999998,16555.82,137010.02
318609,0,1,1,0.0,0.08,0.08
23700,36,17,47,209908.18000000002,59940.64,269848.82
351384,1,1,1,12487.88,12487.88,24975.76
138395,120,106,208,44757866.739999995,87132726.72,131890593.46
318619,1,1,1,3645.99,3645.99,7291.98
318629,0,1,1,0.0,63.48,63.48
236710,18,4,19,59493.159999999996,6129.46,65622.62
335016,0,1,1,0.0,464.21,464.21
23731,15,8,22,1337271.9100000001,462846.81999999995,1800118.73
253110,4,0,4,2698.5099999999998,0.0,2698.5099999999998
318649,0,1,1,0.0,33504.67,33504.67
122047,82,47,120,2507435.0899999994,2259852.8099999996,4767287.8999999985
351427,1,1,1,6991.94,6991.94,13983.88
335044,0,1,1,0.0,0.03,0.03
318659,0,1,1,0.0,2445.63,2445.63
122055,115,139,244,22146365.939999998,4829876.0,26976241.939999998
236746,18,7,23,323403.55,87072.43000000001,410475.98
335065,0,1,1,0.0,16044.44,16044.44
318686,0,1,1,0.0,39448.2,39448.2
23776,40,11,47,2180350.99,1132491.0699999996,3312842.0599999996
122080,53,16,65,1912355.2699999996,90427.66,2002782.9299999995
335075,0,1,1,0.0,6340.58,6340.58
122086,46,30,71,1805139.34,3236142.77,5041282.11
335079,0,1,1,0.0,3301.27,3301.27
253161,3,0,3,1066.55,0.0,1066.55
122094,37,13,47,13104026.26,8408.230000000001,13112434.49
335090,0,1,1,0.0,0.11,0.11
318709,0,1,1,0.0,5331.79,5331.79
318714,0,1,1,0.0,114.72,114.72
40187,21,2,22,170581.09,3059.02,173640.11
40188,12,1,13,2662338.59,2458.13,2664796.7199999997
138498,19,4,21,82312.09999999999,7013.13,89325.23
154887,26,9,32,13.209206000000002,7.272546999999999,20.481753
351504,0,1,1,0.0,2452.97,2452.97
318744,0,1,1,0.0,2072.68,2072.68
23833,124,112,222,211892267.74,8477264.05,220369531.79000002
335138,0,1,1,0.0,74729.16,74729.16
23842,128,133,241,22468842.08,330253432.6399999,352722274.7199999
122151,43,15,52,3135785.642455,28981.610000000004,3164767.252455
335144,0,1,1,0.0,0.03,0.03
335145,0,1,1,0.0,909.11,909.11
318764,0,1,1,0.0,0.01,0.01
351532,0,1,1,0.0,439.06,439.06
351538,1,1,1,50598.8,50598.8,101197.6
318773,0,1,1,0.0,0.01,0.01
7478,86,58,129,6188303.920000001,5050817.5200000005,11239121.440000001
335160,0,1,1,0.0,0.03,0.03
335161,0,1,1,0.0,1259.25,1259.25
318776,1,1,1,589.81,589.81,1179.62
318780,0,1,1,0.0,140.9,140.9
351549,0,1,1,0.0,202.87,202.87
335167,1,1,1,958968.16,958968.16,1917936.32
236867,17,8,23,2704826.48,966187.84,3671014.32
335172,1,1,1,191902.28,191902.28,383804.56
318793,0,1,1,0.0,209.69,209.69
23885,119,99,203,13876339.759999998,46826365.129999995,60702704.88999999
23886,22,8,26,9789293.93,70590.2,9859884.129999999
318806,0,1,1,0.0,3197.18,3197.18
220504,131,179,289,28547781.339999996,18799227.899999995,47347009.239999995
335194,0,1,1,0.0,9437.34,9437.34
351589,0,1,1,0.0,0.01,0.01
40312,51,26,73,556347.29,492643.23999999993,1048990.53
7548,81,45,115,55070075.35000001,54496766.42999999,109566841.78
220541,135,133,259,14532968.639999997,40260268.8,54793237.44
335232,0,1,1,0.0,226.55,226.55
138630,10,4,14,87131.73999999999,4522.219999999999,91653.95999999999
318858,1,1,1,238480.58,238480.58,476961.16
318866,0,1,1,0.0,118.59,118.59
318867,0,1,1,0.0,117686.13,117686.13
220572,128,144,260,70982751.15999998,55128738.64,126111489.79999998
318879,1,1,1,150426.45,150426.45,300852.9
351654,0,1,1,0.0,211.69,211.69
40360,16,9,21,30701981.419999998,40482131.28,71184112.7
318889,0,1,1,0.0,3819.53,3819.53
253359,3,0,3,3786.08,0.0,3786.08
318903,0,1,1,0.0,5477.72,5477.72
318911,1,1,1,234.37,234.37,468.74
351682,0,1,1,0.0,519.05,519.05
335300,1,1,1,448.56,448.56,897.12
318919,0,1,1,0.0,15771.64,15771.64
335311,1,1,1,3725.6,3725.6,7451.2
249007,10,1,10,54206.560000000005,5661.83,59868.39000000001
40404,63,27,81,7900606.29,192545.34000000003,8093151.63
237016,31,5,33,401541.56,4725.3,406266.86
122332,66,34,93,1751631.11,277619.4,2029250.5100000002
318940,0,1,1,0.0,180234.78,180234.78
24032,43,9,50,40467602.27,191810.41999999998,40659412.690000005
122342,36,12,44,998540.7400000001,99893.67000000001,1098434.4100000001
335344,0,1,1,0.0,1823.17,1823.17
122352,45,17,57,128029.44,505655.7299999999,633685.1699999999
335347,1,1,1,638.01,638.01,1276.02
7675,64,43,102,1680589.2799999998,1125834.14,2806423.42
335363,0,1,1,0.0,1112.01,1112.01
318996,0,1,1,0.0,499697.59,499697.59
335385,0,3,3,0.0,1347.57,1347.57
335387,0,2,2,0.0,5456.34,5456.34
351771,0,1,1,0.0,341.39,341.39
335390,0,2,2,0.0,1569.73,1569.73
335394,1,1,1,6301.56,6301.56,12603.12
122405,52,23,70,1441115.46,413292.07,1854407.53
335402,0,1,1,0.0,1180.69,1180.69
335404,0,2,2,0.0,5351.65,5351.65
319022,1,1,1,4049.67,4049.67,8099.34
335415,0,1,1,0.0,1678.72,1678.72
335416,1,1,1,6254.61,6254.61,12509.22
319032,0,2,2,0.0,489.68,489.68
319035,1,1,1,3874.79,3874.79,7749.58
335422,1,1,1,0.006528,437.96,437.966528
319040,1,1,1,173.85,173.85,347.7
335428,1,1,1,112803.31,112803.31,225606.62
24132,136,142,259,23745291.92,13782192.15,37527484.07
335430,1,1,1,96.7,96.7,193.4
319047,0,2,2,0.0,1418.69,1418.69
335432,0,1,1,0.0,1904.43,1904.43
138832,17,5,20,87801.68,16022980.199999997,16110781.879999997
24144,120,113,219,4960733.46,53333665.6,58294399.06
335443,0,1,1,0.0,227.78,227.78
335448,0,1,1,0.0,656.05,656.05
319066,0,1,1,0.0,0.02,0.02
122463,52,32,81,858720.08,708918.8800000001,1567638.96
24161,49,21,64,3934664.57,1659796.7399999998,5594461.31
335459,0,1,1,0.0,165.51,165.51
335460,1,1,1,196880.42,196880.42,393760.84
335466,0,1,1,0.0,25640.58,25640.58
335469,0,1,1,0.0,495.06,495.06
335473,0,1,1,0.0,151866.52,151866.52
351864,0,1,1,0.0,55.39,55.39
335483,0,1,1,0.0,2647.47,2647.47
335484,0,1,1,0.0,36843.42,36843.42
319102,1,1,1,1065538.23,1065538.23,2131076.46
319109,1,1,1,89454.43,89454.43,178908.86
319115,0,1,1,0.0,71449.55,71449.55
237199,27,8,32,2064508.42,295440.5999999999,2359949.02
335511,2,2,2,154893.24,154893.24,309786.48
24224,27,9,34,7687343.8999999985,991004.2199999999,8678348.12
335525,0,2,2,0.0,11716.9,11716.9
122545,50,32,76,161605.05,457535.22000000003,619140.27
319157,0,2,2,0.0,191348.15,191348.15
335543,0,2,2,0.0,0.03,0.03
319167,1,1,1,274561.41,274561.41,549122.82
40653,49,28,71,11100845.619999997,9406205.91,20507051.529999997
335571,0,2,2,0.0,1536.72,1536.72
220888,36,14,46,613625.0599999998,32745.07,646370.1299999998
351969,0,1,1,0.0,169.65,169.65
351972,0,1,1,0.0,167.85,167.85
335591,0,1,1,0.0,1609.42,1609.42
335593,0,3,3,0.0,2307.62,2307.62
335601,0,1,1,0.0,2471.4,2471.4
319219,0,1,1,0.0,66210.82,66210.82
351995,0,1,1,0.0,1521.65,1521.65
335613,1,1,1,300879.66,300879.66,601759.32
319232,0,1,1,0.0,38898.3,38898.3
237316,25,12,34,4244151.74,199424.49000000002,4443576.23
335624,0,1,1,0.0,89.22,89.22
335627,0,1,1,0.0,7450.8,7450.8
335630,0,1,1,0.0,3499.29,3499.29
319249,0,2,2,0.0,0.02,0.02
335641,0,1,1,0.0,12747.02,12747.02
237337,23,7,26,80733.74999999999,57611.93,138345.68
335645,0,1,1,0.0,1576.39,1576.39
220967,47,25,67,2612915.71,4838972.200000001,7451887.910000001
237354,22,3,24,76798.84,325.1,77123.94
335672,1,1,1,45.7,45.7,91.4
319288,1,1,1,291.96,22715.29,23007.25
319293,0,1,1,0.0,18060.49,18060.49
335680,1,1,1,1184.8,1184.8,2369.6
122702,33,20,52,1210923.960033,224228.3,1435152.260033
335695,1,1,1,28127.51,28127.51,56255.02
319315,0,1,1,0.0,0.04,0.04
335711,0,1,1,0.0,2207.38,2207.38
335712,0,1,1,0.0,460.51,460.51
352096,0,1,1,0.0,270.17,270.17
221032,36,22,53,318470.8599999999,69892.95,388363.80999999994
24424,42,23,56,1007840.6400000001,85760.63,1093601.27
335726,0,2,2,0.0,5948.21,5948.21
319348,0,1,1,0.0,287.91,287.91
319350,1,1,1,15840.67,15840.67,31681.34
319352,0,1,1,0.0,90874.06,90874.06
352125,0,1,1,0.0,1026.06,1026.06
352128,0,1,1,0.0,257.68,257.68
40836,57,16,63,8571160.63,2719115.4499999997,11290276.08
319365,0,1,1,0.0,6423.53,6423.53
335750,0,1,1,0.0,275.51,275.51
8074,67,51,108,495445.64999999997,280853.93,776299.58
319385,0,1,1,0.0,325.86,325.86
24482,90,78,154,58060727.89999999,85562157.39,143622885.29
335784,0,1,1,0.0,376.55,376.55
352169,0,1,1,0.0,107.8,107.8
335787,0,1,1,0.0,107.79,107.79
335801,0,1,1,0.0,93.87,93.87
319421,0,1,1,0.0,66580.84,66580.84
24515,121,93,206,47004053.38000001,13080188.600000003,60084241.98000001
40905,34,22,53,33598675.11,520653.97000000003,34119329.08
221130,50,30,74,25612213.239999995,32707877.370001,58320090.610001
139216,17,1,18,613945.99,97.12,614043.11
335827,1,1,1,2918.87,2918.87,5837.74
335837,0,1,1,0.0,298.8,298.8
253917,2,1,3,22523.77,1915.0,24438.77
24544,30,6,33,3609802.78,2844744.43,6454547.21
352227,0,1,1,0.0,135.5,135.5
40933,13,2,14,1810341.6300000001,5397.13,1815738.76
24550,47,20,63,520360.94999999995,19416231.289999995,19936592.239999995
319466,0,1,1,0.0,536.65,536.65
237575,7,2,9,32151.289999999997,10064.109999999999,42215.399999999994
253964,3,0,3,6391.049999999999,0.0,6391.049999999999
221198,59,25,80,6775753.050000001,403799.19,7179552.240000001
335887,0,1,1,0.0,257.16,257.16
335891,1,1,1,367.99,367.99,735.98
139298,90,65,143,157661864.309807,161798630.71,319460495.019807
122916,48,24,71,402801.93,81532.62,484334.55
352294,0,1,1,0.0,85.76,85.76
319533,0,1,1,0.0,0.02,0.02
319535,1,1,1,1585.91,1585.91,3171.82
8248,89,78,151,263581970.28000003,250624659.63,514206629.91
335930,0,1,1,0.0,420.09,420.09
335934,1,1,1,2213.96,2213.96,4427.92
122946,42,18,58,8339102.41,1584626.3600000003,9923728.77
319554,0,1,1,0.0,10228.85,10228.85
237636,22,6,25,212917.44999999998,117668273.72999999,117881191.17999999
335940,1,1,1,24308.88,24308.88,48617.76
352330,0,1,1,0.0,296.53,296.53
139342,81,53,126,4176995.3499999996,2376602.4663809994,6553597.816380999
319566,0,1,1,0.0,24169.61,24169.61
335956,0,1,1,0.0,455.97,455.97
335963,0,1,1,0.0,188.75,188.75
221279,48,21,66,616407.46,176630.53000000003,793037.99
221282,41,25,57,11858339.340000004,1149571.1199999999,13007910.460000003
335978,0,1,1,0.0,326.79,326.79
319602,0,1,1,0.0,19359.37,19359.37
319607,0,1,1,0.0,116708.44,116708.44
352379,1,1,1,11197.65,11197.65,22395.3
41089,38,11,47,9181764.84,102092.7,9283857.54
336002,1,1,1,14984.6,14984.6,29969.2
336004,0,1,1,0.0,542.51,542.51
336010,1,1,1,8692.82,8692.82,17385.64
352394,0,1,1,0.0,213.37,213.37
352398,0,1,1,0.0,29.18,29.18
221332,57,29,78,850779.28,3833488.3499999996,4684267.63
352407,1,1,1,4765.02,4765.02,9530.04
237730,31,7,33,124418.72000000003,21571.1,145989.82000000004
8354,101,71,161,38070232.480000004,12748289.430000003,50818521.91000001
319662,0,1,1,0.0,1758.33,1758.33
319665,1,1,1,24.54,24.54,49.08
336055,0,1,1,0.0,470.43,470.43
41148,33,22,51,4703239.420000001,1218876.2599999998,5922115.680000001
221374,39,24,61,321301.3,1303190.45,1624491.75
24779,131,137,244,14918097.649999997,4014919.8499999996,18933017.499999996
41165,46,10,52,10569298.059999999,465964.89999999997,11035262.959999999
336082,0,1,1,0.0,942.32,942.32
319699,0,2,2,0.0,38853.36,38853.36
123102,48,20,65,2796401.5,1014809.71,3811211.21
237791,2,0,2,9854.859999999999,0.0,9854.859999999999
139490,4,0,4,443183.55000000005,0.0,443183.55000000005
336101,0,1,1,0.0,273.18,273.18
319722,0,1,1,0.0,909.89,909.89
24811,112,88,191,622822.6700000002,2119539.15,2742361.8200000003
319733,0,1,1,0.0,156.97,156.97
41213,13,2,14,46296.39,71.14,46367.53
352510,0,1,1,0.0,2218.69,2218.69
41215,24,5,25,665257.22,199946.25000000003,865203.47
8455,87,39,121,3026881.8700000006,128421.87000000002,3155303.7400000007
24840,104,99,191,2386211.2300000004,10952442.21,13338653.440000001
319761,0,1,1,0.0,109527.2,109527.2
24850,95,76,158,14081114.32,6607328.6899999995,20688443.009999998
41236,26,4,27,782502.4000000001,731577.66,1514080.06
24856,107,112,198,2560468.5900000003,12724160.370000001,15284628.96
336154,0,1,1,0.0,729.79,729.79
254242,101,105,190,526.0024040000001,1225.892506,1751.89491
24869,26,17,40,26417553.77,2910517.51,29328071.28
336167,0,1,1,0.0,81.98,81.98
336171,1,1,1,14878.25,14878.25,29756.5
319792,0,1,1,0.0,891.88,891.88
336177,0,1,1,0.0,3426.78,3426.78
352562,1,1,1,0.286557,0.286557,0.573114
352566,0,1,1,0.0,0.041373,0.041373
319804,1,1,1,2578.0,2578.0,5156.0
319810,1,1,1,33813.73,33813.73,67627.46
336208,0,1,1,0.0,62.78,62.78
319829,1,1,1,679.32,679.32,1358.64
221527,57,21,72,13903055.14,74940933.09,88843988.23
24922,123,102,206,156177167.59,50402401.74,206579569.33
8539,60,46,98,1842588.1399999994,2357193.47,4199781.609999999
352609,0,1,1,0.0,96.26,96.26
336226,1,1,1,4105.55,4105.55,8211.1
24941,92,69,151,2312669.1500000004,10261346.24,12574015.39
123247,28,15,41,4547821.23,364153.03,4911974.260000001
319866,0,1,1,0.0,1158.82,1158.82
336252,0,1,1,0.0,50.3,50.3
24963,96,91,178,3276392.63,17535292.21,20811684.84
8595,92,49,134,13802403.81,1014285.0700000001,14816688.88
254355,136,73,201,516.4563559999999,536.049744,1052.5061
123288,40,16,54,5377824.122599,1013525.23,6391349.352599001
336287,1,1,1,222.21,222.21,444.42
352675,0,1,1,0.0,56.61,56.61
123308,29,10,35,3082592.36,1943544.7399999998,5026137.1
319916,0,1,1,0.0,27202.09,27202.09
8623,98,72,162,33029713.43,2262453.42,35292166.85
336304,0,1,1,0.0,817.49,817.49
41407,31,9,38,110466.97,34622.55,145089.52000000002
336320,0,1,1,0.0,520.66,520.66
319938,0,1,1,0.0,180.68,180.68
336336,0,1,1,0.0,364.74,364.74
336341,0,2,2,0.0,107.86,107.86
238038,28,5,30,195913.01000000004,15459.55,211372.56000000003
336358,0,1,1,0.0,83.86,83.86
336365,1,1,1,257.98,257.98,515.96
319982,0,1,1,0.0,228.38,228.38
25075,126,87,202,2779120.35,355766449.860399,358545570.21039903
123382,35,4,38,953543.3099999999,1752.08,955295.3899999999
221691,57,14,67,2289691.46,144865.99,2434557.45
123390,41,22,58,959249.81,190198.74000000002,1149448.55
352769,0,1,1,0.0,48.78,48.78
238082,17,8,22,265122.8900000001,71464.84,336587.7300000001
336386,0,1,1,0.0,326.82,326.82
352778,0,1,1,0.0,117.95,117.95
139793,49,25,71,6382599.53,35965740.06000001,42348339.59000001
336404,0,1,1,0.0,715.53,715.53
336406,0,1,1,0.0,82.78,82.78
25113,81,82,150,6271148.24,5740980.725792,12012128.965792
221731,64,30,88,5457628.109999999,133550.65000000002,5591178.76
320041,0,1,1,0.0,24.72,24.72
139819,43,31,70,1883370.48,362344.93000000005,2245715.41
238123,29,4,32,441783.47,6263.89,448047.36
238125,18,5,20,267646.64,73452.92000000001,341099.56000000006
352816,0,1,1,0.0,448.39,448.39
139828,54,22,74,1456814.92,111869.39,1568684.3099999998
352829,0,1,1,0.0,1673.95,1673.95
8771,88,52,131,18892428.729999997,604608678.4000001,623501107.1300001
221765,95,101,189,3323765.1599999997,15278702.35,18602467.509999998
238151,25,6,30,526963.79,11858.250000000002,538822.04
25170,82,54,129,1136998.5,17480354.689999998,18617353.189999998
320085,0,1,1,0.0,1698.54,1698.54
336476,0,2,2,0.0,1094.88,1094.88
8798,90,60,146,1687392.2599999998,2328857.4100000006,4016249.6700000004
8805,71,57,119,1067408.8699999999,9894046.374746999,10961455.244746998
254565,65,36,97,582.508936,57.452949999999994,639.9618859999999
352872,0,1,1,0.0,0.006814,0.006814
41578,39,5,44,470619.23000000004,40705.740000000005,511324.97000000003
238190,177,157,317,68134530.06,42293001.2,110427531.26
25202,63,49,103,4605163.569999999,4861017.92,9466181.489999998
254581,1,0,1,149.66,0.0,149.66
8823,79,53,126,60779262.54000001,535068.15,61314330.690000005
254595,73,54,115,1586.9737020000002,72.504248,1659.4779500000002
336531,0,1,1,0.0,154.13,154.13
352919,1,1,1,0.045556,0.045556,0.091112
320151,1,1,1,412.36,412.36,824.72
352920,0,1,1,0.0,0.046375,0.046375
320154,0,1,1,0.0,98.62,98.62
352924,0,1,1,0.0,0.027286,0.027286
320160,0,2,2,0.0,11082.53,11082.53
336546,0,1,1,0.0,181.15,181.15
352932,0,1,1,0.0,0.046152,0.046152
41638,31,12,41,1306760.48,1432810.2800000003,2739570.7600000002
221868,41,20,54,1514439.48,364240.01999999996,1878679.5
352941,0,1,1,0.0,226.83,226.83
352940,0,1,1,0.0,84.63,84.63
320176,0,1,1,0.0,3780.65,3780.65
336561,1,1,1,33078.44,33078.44,66156.88
320181,0,1,1,0.0,97.69,97.69
8888,54,38,86,1081519.8200000003,598813.41,1680333.2300000004
221891,49,30,74,2330429.15,2624023.2199999997,4954452.369999999
336580,1,1,1,82627.19,82627.19,165254.38
238280,16,10,20,167610.13999999998,60460.28,228070.41999999998
320200,0,1,1,0.0,39.11,39.11
238286,17,3,18,502117.42000000004,1950.58,504068.00000000006
352984,1,1,1,1648.76,1648.76,3297.52
123612,34,13,45,10776907.24,26633.33,10803540.57
25309,49,15,60,414010.24000000005,1017100.62,1431110.86
352996,0,1,1,0.0,109.65,109.65
336613,0,1,1,0.0,783.05,783.05
336621,0,2,2,0.0,0.13,0.13
140020,12,3,15,67398.24,4307.61,71705.85
25337,37,15,47,6547469.48,217761.53999999998,6765231.0200000005
320257,0,1,1,0.0,1219.93,1219.93
320264,0,2,2,0.0,374.13,374.13
336649,0,1,1,0.0,28.29,28.29
320266,1,1,1,2673.38,2673.38,5346.76
41745,13,3,15,40662751.85000001,1421.99,40664173.84000001
336664,1,1,1,676.17,676.17,1352.34
320292,1,1,1,15823.16,15823.16,31646.32
336677,0,1,1,0.0,465.89,465.89
25382,37,10,44,28471653.86,245791.27,28717445.13
336686,0,1,1,0.0,12512.04,12512.04
353074,0,1,1,0.0,0.071974,0.071974
238387,26,7,29,72951.43999999999,77299.39,150250.83
238397,20,9,27,108822.45999999999,6852.54,115674.99999999999
353089,1,1,1,2.010307,2.010307,4.020614
320329,0,1,1,0.0,1608.13,1608.13
320334,1,1,1,3416.77,3416.77,6833.54
353115,0,1,1,0.0,0.002226,0.002226
41821,3,1,4,22797.82,18958.0,41755.82
353123,0,1,1,0.0,0.031934,0.031934
336742,0,1,1,0.0,0.12,0.12
320361,1,1,1,429393.4,429393.4,858786.8
41837,12,3,13,1860378.6400000001,83731.72,1944110.36
320367,0,1,1,0.0,323.93,323.93
320369,1,1,1,1185.28,1185.28,2370.56
320374,0,2,2,0.0,0.05,0.05
320378,1,1,1,735.6,735.6,1471.2
336763,0,1,1,0.0,490.46,490.46
123773,45,24,62,546036.1499999999,265265.38999999996,811301.5399999998
320387,0,3,3,0.0,973.9200000000001,973.9200000000001
320388,0,2,2,0.0,907.31,907.31
238473,8,8,13,11663.900000000001,547530.9800000001,559194.8800000001
336779,0,1,1,0.0,8084.26,8084.26
320401,1,1,1,918.14,918.14,1836.28
320406,0,1,1,0.0,228.76,228.76
222103,37,20,55,810710.6699999999,296352.11,1107062.7799999998
336793,0,1,1,0.0,3693.56,3693.56
320410,0,1,1,0.0,525.75,525.75
320412,0,2,2,0.0,180.32,180.32
320414,0,1,1,0.0,1057.22,1057.22
320416,0,1,1,0.0,0.01,0.01
353192,1,1,1,0.207689,0.207689,0.415378
9129,96,66,152,16568404.79,4741267.009999999,21309671.799999997
320425,0,1,1,0.0,193.67,193.67
336811,1,1,1,59546.25,59546.25,119092.5
320426,0,1,1,0.0,385.59,385.59
320428,0,1,1,0.0,506.17,506.17
353201,0,1,1,0.0,0.012117,0.012117
320436,0,1,1,0.0,134.13,134.13
336822,0,1,1,0.0,1149.97,1149.97
336823,0,1,1,0.0,2298.92,2298.92
336826,0,2,2,0.0,992.36,992.36
25534,84,39,119,8088198.04,366370.20000000007,8454568.24
254910,53,29,74,6124.149438999999,192.66548699999998,6316.814925999999
25536,99,68,159,10176777.26,2219898.7700000005,12396676.030000001
25547,112,90,184,75808702.260014,8612503.6,84421205.86001399
320460,0,1,1,0.0,202.22,202.22
320468,0,1,1,0.0,96.68,96.68
