Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
326611,2,2,2,4940.650000000001,4940.650000000001,9881.300000000001,0.0
326612,0,8,8,0.0,15763.880000000003,15763.880000000003,0.0
326614,0,16,16,0.0,3084.4399999999996,3084.4399999999996,0.0
326620,0,8,8,0.0,1185.6,1185.6,0.0
326623,0,6,6,0.0,2237.84,2237.84,0.0
326628,0,12,12,0.0,1496491.65,1496491.65,0.0
326630,5,5,5,24799.739999999998,24799.739999999998,49599.479999999996,0.0
326631,0,10,10,0.0,216445.41999999998,216445.41999999998,0.0
326632,0,12,12,0.0,350424.99,350424.99,0.0
326635,2,2,2,1342714.2,1342714.2,2685428.4,0.0
326636,0,14,14,0.0,3221.92,3221.92,0.0
326639,0,2,2,0.0,449.74,449.74,0.0
326640,0,12,12,0.0,261064.52,261064.52,0.0
326641,0,12,12,0.0,81282.60999999999,81282.60999999999,0.0
326642,2,2,2,2630739.64,2630739.64,5261479.28,0.0
326643,0,1,1,0.0,434079.51,434079.51,0.0
326644,0,9,9,0.0,45015.130000000005,45015.130000000005,0.0
326646,3,4,4,2588977.3600000003,2903586.99,5492564.350000001,0.0
326647,0,6,6,0.0,176578.08000000002,176578.08000000002,0.0
326648,2,2,2,508990.25,508990.25,1017980.5,0.0
326649,0,9,9,0.0,94887.20999999999,94887.20999999999,0.0
326650,0,15,15,0.0,102140.82999999999,102140.82999999999,0.0
326651,0,6,6,0.0,151469.16,151469.16,0.0
326652,0,4,4,0.0,98487.0,98487.0,0.0
326655,0,8,8,0.0,232492.12,232492.12,0.0
326656,0,6,6,0.0,132063.04,132063.04,0.0
326657,0,10,10,0.0,133197.5,133197.5,0.0
326658,1,2,2,277585.98,566628.34,844214.32,0.0
326659,0,9,9,0.0,54854.93000000001,54854.93000000001,0.0
326660,2,2,2,1136635.18,1136635.18,2273270.36,0.0
326661,3,4,4,976099.3499999999,2571405.3499999996,3547504.6999999993,0.0
326664,4,5,5,1411809.27,5030257.25,6442066.52,0.0
326666,0,15,15,0.0,1767463.9500000002,1767463.9500000002,0.0
326668,0,24,24,0.0,1198769.0499999998,1198769.0499999998,0.0
326669,0,12,12,0.0,203473.96000000002,203473.96000000002,0.0
326671,0,4,4,0.0,129616.79999999999,129616.79999999999,0.0
326675,0,16,16,0.0,29429.56,29429.56,0.0
326676,0,8,8,0.0,294935.78,294935.78,0.0
326677,0,6,6,0.0,34930.7,34930.7,0.0
326678,3,4,4,1179387.22,1323890.15,2503277.37,0.0
326679,0,8,8,0.0,273837.28,273837.28,0.0
326680,1,1,1,3649.03,3649.03,7298.06,0.0
326681,2,3,3,105302.17,287337.77999999997,392639.94999999995,0.0
326684,2,3,3,3505602.6999999997,3571826.8499999996,7077429.549999999,0.0
326688,2,3,3,278714.53,1082074.28,1360788.81,0.0
326689,0,1,1,0.0,490778.23,490778.23,0.0
326692,1,1,1,2097149.87,2097149.87,4194299.74,0.0
326696,2,2,2,607801.38,607801.38,1215602.76,0.0
326697,0,10,10,0.0,161148.92,161148.92,0.0
326700,0,3,3,0.0,637300.8099999999,637300.8099999999,0.0
64558,511,75,546,30484224.62,7763590.510000002,38247815.13,0.0
326702,4,5,5,4401943.86,4485446.67,8887390.530000001,0.0
326705,0,6,6,0.0,38231.63,38231.63,0.0
326707,2,3,3,7239.35,29558.6,36797.95,0.0
326708,1,3,3,2378.31,3669.58,6047.889999999999,0.0
326709,7,9,9,27852.929999999997,41244.46,69097.39,0.0
326711,2,2,2,30056.27,30056.27,60112.54,0.0
326713,1,1,1,37744.38,37744.38,75488.76,0.0
326714,1,1,1,212337.66,212337.66,424675.32,0.0
326716,1,2,2,34556.37,75565.99,110122.36000000002,0.0
326717,0,10,10,0.0,18782.16,18782.16,0.0
326719,0,7,7,0.0,3703.8200000000006,3703.8200000000006,0.0
326724,2,2,2,61786.36,61786.36,123572.72,0.0
326726,0,2,2,0.0,3496.86,3496.86,0.0
326728,1,1,1,5078.2,5078.2,10156.4,0.0
326729,0,2,2,0.0,1477.9,1477.9,0.0
326730,3,3,3,5058825.23,5058825.23,10117650.46,0.0
326731,0,6,6,0.0,74863.54000000001,74863.54000000001,0.0
326734,0,18,18,0.0,935908.8399999999,935908.8399999999,0.0
326735,1,3,3,551229.77,947511.54,1498741.31,0.0
326737,1,3,3,926621.94,1792303.4,2718925.34,0.0
326738,5,5,5,1012929.0499999999,1012929.0499999999,2025858.0999999999,0.0
326739,2,3,3,562230.48,818975.6200000001,1381206.1,0.0
326740,2,2,2,1155673.2,1155673.2,2311346.4,0.0
326742,3,4,4,574349.06,1376451.84,1950800.9000000001,0.0
326744,3,5,5,928228.61,998246.91,1926475.52,0.0
326749,3,4,4,3422472.9699999997,4116562.01,7539034.9799999995,0.0
326753,0,8,8,0.0,128120.84,128120.84,0.0
326758,1,1,1,39273.27,39273.27,78546.54,0.0
326760,1,1,1,254545.15,254545.15,509090.3,0.0
326761,0,2,2,0.0,10124.9,10124.9,0.0
326762,2,16,16,460.12,133230.49,133690.61,0.0
326763,0,2,2,0.0,347.26,347.26,0.0
326764,4,6,6,49286.24999999999,58182.82,107469.06999999999,0.0
326765,2,2,2,3330.6800000000003,3330.6800000000003,6661.360000000001,0.0
326767,0,9,9,0.0,16027.42,16027.42,0.0
326768,2,4,4,201186.49,3128087.64,3329274.13,0.0
326769,5,5,5,2421871.84,2421871.84,4843743.68,0.0
326770,2,2,2,526199.77,526199.77,1052399.54,0.0
326771,0,4,4,0.0,25440.16,25440.16,0.0
326772,0,8,8,0.0,107568.18,107568.18,0.0
326775,2,4,4,4949.610000000001,7947.89,12897.5,0.0
326778,3,5,5,3142.16,24717.420000000002,27859.58,0.0
326779,4,4,4,16027.019999999999,16027.019999999999,32054.039999999997,0.0
326781,0,6,6,0.0,857.52,857.52,0.0
326783,0,10,10,0.0,5687.04,5687.04,0.0
326785,0,8,8,0.0,12785.22,12785.22,0.0
326787,1,1,1,1869.57,1869.57,3739.14,0.0
326790,5,5,5,40665.93000000001,40665.93000000001,81331.86000000002,0.0
326791,3,3,3,79178.02,79178.02,158356.04,0.0
326797,0,6,6,0.0,9003.92,9003.92,0.0
326798,5,8,8,53288.28,105934.44,159222.72,0.0
64657,5382,3302,8133,12258383571.180168,8796760014.859999,21055143586.04017,0.0004918234353866962
326802,1,2,2,224.48,478.98,703.46,0.0
326803,0,1,1,0.0,53486.4,53486.4,0.0
326805,0,6,6,0.0,843.4599999999999,843.4599999999999,0.0
326807,3,4,4,21514.449999999997,24858.92,46373.369999999995,0.0
326808,4,4,4,40712.43,40712.43,81424.86,0.0
326809,0,10,10,0.0,1297.62,1297.62,0.0
326812,0,12,12,0.0,4107.860000000001,4107.860000000001,0.0
326815,3,5,5,21677.95,24675.370000000003,46353.32000000001,0.0
326816,0,8,8,0.0,668.5,668.5,0.0
326821,0,14,14,0.0,1469.48,1469.48,0.0
326823,0,16,16,0.0,26464.420000000002,26464.420000000002,0.0
326824,0,16,16,0.0,5131.5,5131.5,0.0
326827,4,5,5,21474.85,42291.93000000001,63766.780000000006,0.0
326829,5,5,5,20881.1,20881.1,41762.2,0.0
326830,0,6,6,0.0,1347.54,1347.54,0.0
326832,0,8,8,0.0,114833.76000000001,114833.76000000001,0.0
326833,2,2,2,396492.1,396492.1,792984.2,0.0
326834,2,8,8,3339.22,160095.75999999998,163434.97999999998,0.0
326836,0,12,12,0.0,94484.46,94484.46,0.0
326837,1,1,1,1516506.97,1516506.97,3033013.94,0.0
326843,2,10,10,0.063144,176578.46314400004,176578.52628800005,0.0
326844,4,4,4,2502570.1999999997,2502570.1999999997,5005140.399999999,0.0
326845,4,4,4,24510.06,24510.06,49020.12,0.0
326848,1,2,2,2460731.11,2501893.08,4962624.1899999995,0.0
326849,4,4,4,540612.76,540612.76,1081225.52,0.0
326851,0,9,9,0.0,364793.1,364793.1,0.0
326852,3,3,3,376231.38,376231.38,752462.76,0.0
326853,0,8,8,0.0,183062.54,183062.54,0.0
326854,0,4,4,0.0,47599.16,47599.16,0.0
326855,2,2,2,1749369.55,1749369.55,3498739.1,0.0
326856,3,4,4,3722784.41,3727130.79,7449915.2,0.0
326858,0,6,6,0.0,52208.49,52208.49,0.0
326860,0,10,10,0.0,2075.96,2075.96,0.0
326861,0,8,8,0.0,256472.92,256472.92,0.0
326862,4,4,4,2893240.97,2893240.97,5786481.94,0.0
326865,2,3,3,1096973.92,1164036.29,2261010.21,0.0
326867,4,5,5,3157983.84,3389375.3499999996,6547359.1899999995,0.0
326869,0,4,4,0.0,112313.29999999999,112313.29999999999,0.0
326870,0,8,8,0.0,219393.08000000002,219393.08000000002,0.0
326875,0,9,9,0.0,289113.63,289113.63,0.0
326877,2,2,2,690274.1000000001,690274.1000000001,1380548.2000000002,0.0
326883,1,2,2,1853377.15,2523140.2199999997,4376517.369999999,0.0
326885,1,2,2,42380.83,1139061.26,1181442.09,0.0
326887,0,4,4,0.0,260.56,260.56,0.0
326889,3,4,4,2733725.48,4263306.49,6997031.970000001,0.0
326891,0,8,8,0.0,63426.990000000005,63426.990000000005,0.0
326893,3,3,3,6617.46,6617.46,13234.92,0.0
326896,0,4,4,0.0,734.04,734.04,0.0
326897,1,2,2,4542.4,4700.58,9242.98,0.0
326899,1,1,1,26744.3,26744.3,53488.6,0.0
326901,0,9,9,0.0,1566981.27,1566981.27,0.0
326902,1,3,3,941378.41,4571274.06,5512652.47,0.0
326904,0,18,18,0.0,369795.13999999996,369795.13999999996,0.0
326906,0,11,11,0.0,5527.43,5527.43,0.0
326908,3,5,5,17991.3,24052.309999999998,42043.61,0.0
326909,0,16,16,0.0,12341.150000000001,12341.150000000001,0.0
326910,2,2,2,5205.9,5205.9,10411.8,0.0
326911,0,10,10,0.0,2584.8,2584.8,0.0
326912,2,3,3,4111.51,11677.199999999999,15788.71,0.0
326916,0,10,10,0.0,2132.14,2132.14,0.0
326917,5,5,5,48465.409999999996,48465.409999999996,96930.81999999999,0.0
326918,0,16,16,0.0,1770.72,1770.72,0.0
326920,0,10,10,0.0,10213.86,10213.86,0.0
326922,2,3,3,8100.47,23146.85,31247.32,0.0
326923,0,6,6,0.0,1698.9199999999998,1698.9199999999998,0.0
326927,4,4,4,26363.39,26363.39,52726.78,0.0
326928,2,3,3,27749.22,40104.11,67853.33,0.0
326929,0,16,16,0.0,4311.46,4311.46,0.0
326930,2,3,3,13855.060000000001,22415.879999999997,36270.94,0.0
326933,0,21,21,0.0,247482.13999999996,247482.13999999996,0.0
326934,0,10,10,0.0,169157.31999999998,169157.31999999998,0.0
326936,4,4,4,1605407.8599999999,1605407.8599999999,3210815.7199999997,0.0
326939,0,6,6,0.0,124536.79999999999,124536.79999999999,0.0
326940,2,2,2,313260.25,313260.25,626520.5,0.0
326941,0,4,4,0.0,85960.06,85960.06,0.0
326945,2,2,2,764458.9099999999,764458.9099999999,1528917.8199999998,0.0
326946,2,2,2,1359703.25,1359703.25,2719406.5,0.0
326947,0,15,15,0.0,190790.82,190790.82,0.0
326948,1,1,1,356885.07,356885.07,713770.14,0.0
326950,3,3,3,1559873.49,1559873.49,3119746.98,0.0
326954,0,12,12,0.0,219236.64,219236.64,0.0
326955,1,1,1,218785.05,218785.05,437570.1,0.0
326956,1,2,2,945541.32,1141326.9,2086868.2199999997,0.0
326957,0,5,5,0.0,51606.83,51606.83,0.0
326959,2,2,2,303811.41000000003,303811.41000000003,607622.8200000001,0.0
326961,2,2,2,891600.6200000001,891600.6200000001,1783201.2400000002,0.0
326962,2,4,4,10459.96,26191.239999999998,36651.2,0.0
326963,0,3,3,0.0,16426.16,16426.16,0.0
326964,0,3,3,0.0,11759.54,11759.54,0.0
326966,0,12,12,0.0,1588.5400000000002,1588.5400000000002,0.0
326967,0,18,18,0.0,107230.48,107230.48,0.0
326968,0,10,10,0.0,235957.89999999997,235957.89999999997,0.0
326970,0,9,9,0.0,61780.259999999995,61780.259999999995,0.0
326971,1,1,1,112438.2,112438.2,224876.4,0.0
326972,0,12,12,0.0,434294.76,434294.76,0.0
326973,0,6,6,0.0,68709.28,68709.28,0.0
326975,0,2,2,0.0,67653.24,67653.24,0.0
326980,0,18,18,0.0,116102.75,116102.75,0.0
326988,0,13,13,0.0,1635.97,1635.97,0.0
326989,0,8,8,0.0,3708.74,3708.74,0.0
326990,5,6,6,74922.05,75210.78,150132.83000000002,0.0
326991,0,4,4,0.0,99518.12,99518.12,0.0
326992,0,15,15,0.0,1346826.96,1346826.96,0.0
326995,2,2,2,9010.05,9010.05,18020.1,0.0
326998,0,6,6,0.0,108123.52,108123.52,0.0
326999,0,10,10,0.0,173211.13999999998,173211.13999999998,0.0
327006,0,9,9,0.0,284103.68,284103.68,0.0
327009,0,2,2,0.0,69557.26,69557.26,0.0
327013,0,6,6,0.0,191558.36,191558.36,0.0
327016,0,9,9,0.0,34332.270000000004,34332.270000000004,0.0
327020,0,2,2,0.0,44107.2,44107.2,0.0
327021,3,4,4,627210.0900000001,906538.31,1533748.4000000001,0.0
327024,0,12,12,0.0,1046.5200000000002,1046.5200000000002,0.0
327025,5,6,6,20452.75,31608.389999999996,52061.14,0.0
327026,3,4,4,12857.3,15158.769999999999,28016.07,0.0
327028,0,4,4,0.0,140088.64,140088.64,0.0
327029,0,15,15,0.0,310256.8,310256.8,0.0
327030,0,4,4,0.0,126757.3,126757.3,0.0
327032,1,2,2,693764.81,763416.9700000001,1457181.7800000003,0.0
327036,4,4,4,39066.509999999995,39066.509999999995,78133.01999999999,0.0
327038,0,8,8,0.0,4587.04,4587.04,0.0
327039,0,14,14,0.0,4214.300000000001,4214.300000000001,0.0
327040,3,4,4,17021.649999999998,17100.839999999997,34122.48999999999,0.0
327043,3,3,3,9571.98,9571.98,19143.96,0.0
327044,0,8,8,0.0,2299.98,2299.98,0.0
327045,0,6,6,0.0,1508.26,1508.26,0.0
327046,2,3,3,8551.64,12859.09,21410.73,0.0
327048,2,3,3,29163.559999999998,36947.229999999996,66110.79,0.0
327049,3,4,4,41795.81,54984.08,96779.89,0.0
327050,5,6,6,23429.309999999998,37133.25,60562.56,0.0
327056,2,3,3,12156.77,15125.710000000001,27282.480000000003,0.0
327057,1,1,1,1922.36,1922.36,3844.72,0.0
327059,0,12,12,0.0,1208.3600000000001,1208.3600000000001,0.0
327061,3,4,4,1749691.2000000002,2095426.5,3845117.7,0.0
327063,2,2,2,89949.14,89949.14,179898.28,0.0
327066,0,6,6,0.0,4649.42,4649.42,0.0
327067,0,6,6,0.0,156697.28,156697.28,0.0
327068,1,1,1,2200788.83,2200788.83,4401577.66,0.0
327069,0,6,6,0.0,762591.81,762591.81,0.0
327070,1,1,1,99284.64,99284.64,198569.28,0.0
327071,0,10,10,0.0,298603.26,298603.26,0.0
327072,0,9,9,0.0,57688.49,57688.49,0.0
327074,0,9,9,0.0,58734.23,58734.23,0.0
327076,0,6,6,0.0,86465.78,86465.78,0.0
327078,2,2,2,1073212.47,1073212.47,2146424.94,0.0
327079,0,12,12,0.0,69255.09999999999,69255.09999999999,0.0
327080,3,3,3,19699.45,19699.45,39398.9,0.0
327081,0,14,14,0.0,5490.859999999999,5490.859999999999,0.0
327082,5,5,5,19501.06,19501.06,39002.12,0.0
327084,0,10,10,0.0,3190.24,3190.24,0.0
327085,0,7,7,0.0,9602.31,9602.31,0.0
327087,0,1,1,0.0,6172.1,6172.1,0.0
327088,0,6,6,0.0,1473.7799999999997,1473.7799999999997,0.0
327089,3,4,4,18562.53,21070.63,39633.16,0.0
327090,0,8,8,0.0,2303.7799999999997,2303.7799999999997,0.0
327091,4,4,4,39070.88,39070.88,78141.76,0.0
327093,6,6,6,22395.710000000003,22395.710000000003,44791.420000000006,0.0
327094,0,10,10,0.0,1513.3999999999999,1513.3999999999999,0.0
327095,0,4,4,0.0,256.72,256.72,0.0
327096,4,4,4,22791.309999999998,22791.309999999998,45582.619999999995,0.0
327098,1,1,1,659.15,659.15,1318.3,0.0
327099,0,4,4,0.0,1150.24,1150.24,0.0
327100,0,10,10,0.0,3329.86,3329.86,0.0
327102,0,8,8,0.0,1540.08,1540.08,0.0
327103,5,8,8,23696.66,41528.649999999994,65225.31,0.0
327108,4,4,4,5875.2,5875.2,11750.4,0.0
327117,3,3,3,20937.52,20937.52,41875.04,0.0
327123,0,13,13,0.0,33430.259999999995,33430.259999999995,0.0
327124,4,6,6,21319.64,23363.44,44683.08,0.0
327126,3,3,3,40163.52,40163.52,80327.04,0.0
327129,4,4,4,46641.33,46641.33,93282.66,0.0
327131,1,1,1,52149.6,52149.6,104299.2,0.0
327132,6,8,8,41325.31,50539.89,91865.2,0.0
327135,3,4,4,17611.9,24157.72,41769.62,0.0
327136,2,2,2,3498.45,3498.45,6996.9,0.0
327137,3,5,5,11830.59,12138.82,23969.41,0.0
327138,0,7,7,0.0,721.69,721.69,0.0
327140,4,6,6,37565.74,39990.899999999994,77556.63999999998,0.0
327141,2,3,3,7215.74,7332.42,14548.16,0.0
327142,4,4,4,33010.130000000005,33010.130000000005,66020.26000000001,0.0
327143,7,8,8,44676.8,55969.31,100646.11,0.0
64997,460,106,515,25088567.819999997,13909024.81,38997592.629999995,0.0
327145,4,4,4,32556.960000000003,32556.960000000003,65113.920000000006,0.0
327149,6,6,6,65812.03,65812.03,131624.06,0.0
327151,2,3,3,35069.27,43209.369999999995,78278.63999999998,0.0
327152,1,2,2,612.9,10066.65,10679.55,0.0
65009,609,100,657,29062420.509999998,15321413.139999999,44383833.65,0.0015220700152207
327155,2,4,4,10746.779999999999,25289.82,36036.6,0.0
327156,0,8,8,0.0,903.1199999999999,903.1199999999999,0.0
327159,5,5,5,74080.87,74080.87,148161.74,0.0
327160,0,10,10,0.0,1028.18,1028.18,0.0
327163,6,6,6,110340.01000000001,110340.01000000001,220680.02000000002,0.0
327168,3,3,3,75367.65,75367.65,150735.3,0.0
327169,0,2,2,0.0,2420.0,2420.0,0.0
327173,0,14,14,0.0,3791.9600000000005,3791.9600000000005,0.0
327175,0,15,15,0.0,25813.500000000007,25813.500000000007,0.0
327176,4,5,5,16860.51,36979.399999999994,53839.90999999999,0.0
327177,1,1,1,51921.3,51921.3,103842.6,0.0
327184,5,6,6,25173.750000000004,25650.690000000002,50824.44,0.0
327186,2,4,4,49195.770000000004,61059.84,110255.61,0.0
327188,0,6,6,0.0,1200.08,1200.08,0.0
327192,3,4,4,59933.95,60935.939999999995,120869.88999999998,0.0
327195,5,7,7,13975.8,21801.679999999997,35777.479999999996,0.0
327196,2,2,2,3633.29,3633.29,7266.58,0.0
327198,0,2,2,0.0,912.2,912.2,0.0
327200,0,16,16,0.0,6111.219999999999,6111.219999999999,0.0
327201,1,2,2,317.35,2024.48,2341.83,0.0
327202,0,4,4,0.0,1629.08,1629.08,0.0
327203,4,5,5,11606.83,15448.07,27054.9,0.0
327207,2,3,3,7213.82,10077.59,17291.41,0.0
327209,5,5,5,26644.76,26644.76,53289.52,0.0
327210,0,8,8,0.0,2921.5,2921.5,0.0
327214,3,4,4,5977.61,56480.20999999999,62457.81999999999,0.0
327215,3,3,3,14547.22,14547.22,29094.44,0.0
327217,0,4,4,0.0,1577.62,1577.62,0.0
327218,2,3,3,10612.3,27598.85,38211.149999999994,0.0
327221,1,3,3,1235.69,15609.11,16844.8,0.0
327223,2,2,2,4335.39,4335.39,8670.78,0.0
327225,3,3,3,19490.780000000002,19490.780000000002,38981.560000000005,0.0
327226,0,12,12,0.0,2728.44,2728.44,0.0
327228,0,4,4,0.0,52882.28,52882.28,0.0
327229,0,3,3,0.0,87063.69,87063.69,0.0
327231,3,4,4,361938.5,963699.89,1325638.3900000001,0.0
327232,0,10,10,0.0,2299.8199999999997,2299.8199999999997,0.0
327233,2,2,2,3912.4199999999996,3912.4199999999996,7824.839999999999,0.0
327236,4,4,4,41223.399999999994,41223.399999999994,82446.79999999999,0.0
327237,0,8,8,0.0,2356.04,2356.04,0.0
327240,0,15,15,0.0,238729.30999999997,238729.30999999997,0.0
327242,1,2,2,126108.12,1266381.77,1392489.8900000001,0.0
327246,4,4,4,2558176.69,2558176.69,5116353.38,0.0
327250,2,3,3,776902.8099999999,1057741.7,1834644.5099999998,0.0
327252,1,2,2,1048545.29,1171490.34,2220035.63,0.0
327258,0,12,12,0.0,3132.04,3132.04,0.0
327259,2,4,4,35473.240000000005,60141.88,95615.12,0.0
327260,0,10,10,0.0,2483.8599999999997,2483.8599999999997,0.0
327261,1,1,1,1249.41,1249.41,2498.82,0.0
327262,0,10,10,0.0,998.48,998.48,0.0
327263,2,3,3,477.49,14595.32,15072.81,0.0
327264,0,2,2,0.0,66722.82,66722.82,0.0
327267,1,2,2,91708.0,99964.1,191672.1,0.0
327268,2,4,4,1000979.2000000001,3445350.6399999997,4446329.84,0.0
327269,0,4,4,0.0,131540.36000000002,131540.36000000002,0.0
327271,0,6,6,0.0,131260.32,131260.32,0.0
327272,0,3,3,0.0,228540.51,228540.51,0.0
327273,1,1,1,109553.38,109553.38,219106.76,0.0
327274,0,9,9,0.0,36509.46000000001,36509.46000000001,0.0
327276,0,12,12,0.0,55284.51,55284.51,0.0
327278,1,1,1,1460492.72,1460492.72,2920985.44,0.0
327279,0,8,8,0.0,26981.680000000004,26981.680000000004,0.0
327282,2,2,2,1841059.62,1841059.62,3682119.24,0.0
327284,3,3,3,424036.79000000004,424036.79000000004,848073.5800000001,0.0
327285,3,4,4,3279105.0300000003,3574544.0100000002,6853649.040000001,0.0
327287,0,16,16,0.0,1562.8600000000001,1562.8600000000001,0.0
327288,0,4,4,0.0,2775.38,2775.38,0.0
327289,0,8,8,0.0,1048.2,1048.2,0.0
327292,0,8,8,0.0,3255.74,3255.74,0.0
327294,1,1,1,1237155.08,1237155.08,2474310.16,0.0
327296,0,4,4,0.0,104204.14,104204.14,0.0
327298,2,2,2,2542677.6700000004,2542677.6700000004,5085355.340000001,0.0
327303,3,5,5,12928.439999999999,27868.8,40797.24,0.0
327304,4,5,5,44163.09,50387.54,94550.63,0.0
327308,1,2,2,357.21,2910.92,3268.13,0.0
327311,0,1,1,0.0,1271015.46,1271015.46,0.0
327312,2,3,3,801144.33,1088173.8199999998,1889318.15,0.0
327313,0,6,6,0.0,116957.34000000001,116957.34000000001,0.0
327314,4,5,5,1053342.48,1100895.63,2154238.11,0.0
327316,3,3,3,1361439.05,1361439.05,2722878.1,0.0
327317,1,1,1,158055.31,158055.31,316110.62,0.0
327318,0,6,6,0.0,684342.5099999999,684342.5099999999,0.0
327320,1,1,1,49494.02,49494.02,98988.04,0.0
327322,0,6,6,0.0,96513.36,96513.36,0.0
327323,0,8,8,0.0,176796.39999999997,176796.39999999997,0.0
327327,0,16,16,0.0,240710.69999999998,240710.69999999998,0.0
327329,1,1,1,177418.96,177418.96,354837.92,0.0
327330,0,9,9,0.0,313854.5,313854.5,0.0
327332,1,3,3,31236.08,32137.72,63373.8,0.0
327334,0,4,4,0.0,412.78000000000003,412.78000000000003,0.0
327335,0,11,11,0.0,1310.81,1310.81,0.0
327338,0,6,6,0.0,189647.82,189647.82,0.0
327342,1,1,1,752945.7,752945.7,1505891.4,0.0
327343,3,3,3,3588991.8899999997,3588991.8899999997,7177983.779999999,0.0
327345,4,5,5,13843.83,16171.76,30015.59,0.0
327346,0,7,7,0.0,751.8,751.8,0.0
327347,0,8,8,0.0,3402.08,3402.08,0.0
327349,2,2,2,340640.89,340640.89,681281.78,0.0
327350,0,6,6,0.0,788615.85,788615.85,0.0
327353,0,3,3,0.0,31846.21,31846.21,0.0
65210,291,50,306,4771501.35,3503006.24,8274507.59,0.0
327358,2,2,2,2625376.7800000003,2625376.7800000003,5250753.5600000005,0.0
327359,0,6,6,0.0,1006687.15,1006687.15,0.0
327362,0,6,6,0.0,76381.88,76381.88,0.0
327364,0,4,4,0.0,94961.76000000001,94961.76000000001,0.0
327365,0,2,2,0.0,70535.52,70535.52,0.0
327369,0,6,6,0.0,388808.7,388808.7,0.0
327370,2,12,12,583.88,250137.74000000005,250721.62000000005,0.0
327371,3,3,3,815724.38,815724.38,1631448.76,0.0
327373,1,1,1,638306.29,638306.29,1276612.58,0.0
327374,0,9,9,0.0,37292.06,37292.06,0.0
327375,1,3,3,1976.91,2776109.55,2778086.46,0.0
327376,4,4,4,1453203.81,1453203.81,2906407.62,0.0
327377,1,1,1,132617.24,132617.24,265234.48,0.0
327378,1,2,2,99576.3,469637.58,569213.88,0.0
327382,2,4,4,25612.61,40514.450000000004,66127.06,0.0
327386,3,3,3,1604475.51,1604475.51,3208951.02,0.0
327391,1,1,1,17019.33,17019.33,34038.66,0.0
327394,0,4,4,0.0,40323.94,40323.94,0.0
327396,2,4,4,107915.64,1793639.4200000002,1901555.06,0.0
327397,1,1,1,1189794.78,1189794.78,2379589.56,0.0
327399,0,6,6,0.0,98190.8,98190.8,0.0
327401,3,3,3,13871.2,13871.2,27742.4,0.0
65257,505,90,555,5071148.930798,6825958.17,11897107.100798,0.0
65259,456,113,515,21355474.04,3598252.0900000003,24953726.13,0.0
327404,0,11,11,0.0,5233.53,5233.53,0.0
327405,6,8,8,26184.97,40926.32,67111.29000000001,0.0
327406,0,16,16,0.0,1741.7000000000003,1741.7000000000003,0.0
327407,3,3,3,4990125.8,4990125.8,9980251.6,0.0
327408,0,4,4,0.0,133282.44,133282.44,0.0
327409,0,2,2,0.0,1323309.5,1323309.5,0.0
327410,3,3,3,2888766.9400000004,2888766.9400000004,5777533.880000001,0.0
327402,0,4,4,0.0,152403.56,152403.56,0.0
327412,0,4,4,0.0,49901.92,49901.92,0.0
327416,3,3,3,351304.44000000006,351304.44000000006,702608.8800000001,0.0
327417,0,2,2,0.0,36351.34,36351.34,0.0
327418,3,3,3,52044.28,52044.28,104088.56,0.0
327420,1,1,1,8111.35,8111.35,16222.7,0.0
327421,0,12,12,0.0,568034.06,568034.06,0.0
327422,0,4,4,0.0,106779.84,106779.84,0.0
327425,0,2,2,0.0,42136.52,42136.52,0.0
327426,0,3,3,0.0,29454.17,29454.17,0.0
327427,0,4,4,0.0,56116.600000000006,56116.600000000006,0.0
327428,0,9,9,0.0,596290.5499999999,596290.5499999999,0.0
327430,0,2,2,0.0,54163.72,54163.72,0.0
327432,3,5,5,1422616.98,4445053.67,5867670.65,0.0
327433,0,3,3,0.0,17147.5,17147.5,0.0
327434,0,8,8,0.0,120501.13999999998,120501.13999999998,0.0
327435,4,5,5,875206.0599999999,895669.7899999999,1770875.8499999999,0.0
327438,0,12,12,0.0,597114.62,597114.62,0.0
327439,0,4,4,0.0,43985.2,43985.2,0.0
327440,0,6,6,0.0,38162.71,38162.71,0.0
327441,1,1,1,213019.94,213019.94,426039.88,0.0
327442,0,10,10,0.0,246625.04,246625.04,0.0
327443,0,1,1,0.0,861786.26,861786.26,0.0
65300,4149,2167,5877,2453286960.413675,12508871681.45,14962158641.863676,0.00017015484090522376
327446,2,2,2,210036.82,210036.82,420073.64,0.0
327448,0,6,6,0.0,56780.46000000001,56780.46000000001,0.0
327454,0,2,2,0.0,23095.16,23095.16,0.0
327459,2,2,2,480642.37,480642.37,961284.74,0.0
327462,0,8,8,0.0,154234.91999999998,154234.91999999998,0.0
327464,2,2,2,1806712.4,1806712.4,3613424.8,0.0
327466,1,2,2,124547.73,2234629.66,2359177.39,0.0
327467,2,2,2,4778265.2700000005,4778265.2700000005,9556530.540000001,0.0
327470,2,3,3,1847467.5899999999,1877032.3399999999,3724499.9299999997,0.0
327471,3,4,4,287289.55000000005,430649.01,717938.56,0.0
327477,0,12,12,0.0,4282.64,4282.64,0.0
327478,0,5,5,0.0,1663.2099999999998,1663.2099999999998,0.0
327479,2,3,3,15526.11,20640.14,36166.25,0.0
327480,0,1,1,0.0,14308.27,14308.27,0.0
